dataset,year,month,expected_hours,north,west,south,east,variables,blob,bytes,sha256
reanalysis-era5-land,2022,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_02.nc,962877,0405bcbc7750a7f9e815070bfbdd64ecedb5e8204ea47141a574d376c810145b
reanalysis-era5-land,2022,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_03.nc,1065324,cfc6cd65473bdcbcbaa16a0acf60f9dd22ba15d9a5436d7994610cd4bffa0f0e
reanalysis-era5-land,2022,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_04.nc,1028661,99fd2332cbe2498b9e7114be3023f2b119720d6f1143b3b45541b1a7b5cce368
reanalysis-era5-land,2022,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_05.nc,1066231,e3e646ffe1fb293f44314a454e2fb03bcc88fe5a3b39b70279d0bbe8056f9292
reanalysis-era5-land,2022,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_06.nc,1030499,5f93c209e71b4f1c25a0361f7f4aab5cb8f8d88d67883bd4976aa9153b4d4cca
reanalysis-era5-land,2022,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_07.nc,1063788,3c920d4b056c66d9ae2a22d00fa4b9a7c1fd0fe60bd96ed215d955ffab93a11e
reanalysis-era5-land,2022,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_08.nc,1063558,7420194ef07dedd74cbd317ab9deb85bc363998830abcc02a8def68c556ed921
reanalysis-era5-land,2022,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_09.nc,1026896,504c6f51de58142e9bed01821496c2c47b8cff74a9be9a985fb864b5b1e9af17
reanalysis-era5-land,2022,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_10.nc,1051324,2f13a4e6d509ce5c6c4bdf9ec99df02e3aadffbd2817e960a77bce3afec40b7b
reanalysis-era5-land,2022,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_11.nc,1018428,f2fa0405132bbf6b435964f1485fdd155498a2c917dcca1f37aa95dc9f9c840d
reanalysis-era5-land,2022,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_12.nc,1043702,00587ff823c9659e28435dd255febf337629425a6810765ae7ab0c98b26c31de
reanalysis-era5-land,2023,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_01.nc,1046892,9069c8f28f350a2c3c87850e1757ab4a8bfe10b21371b84f6428df964bd5c4a9
reanalysis-era5-land,2023,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_02.nc,954758,2fce9895a7458805f2c19f7136c368158ee6df626df88c6b1833b740c53524fc
reanalysis-era5-land,2023,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_03.nc,1050232,1e538f88ee1374b98669e6355b4897ac986ad04d59e49938ed36fb6b2c2e3a79
reanalysis-era5-land,2023,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_04.nc,1026203,0b7acc8d2d3d3c79069ec1ddf62fa7686fae47c01ccd9dcc37e73037c86f3c75
reanalysis-era5-land,2023,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_05.nc,1051687,aa69c55714514ffcfacc1dae8313d15a968244126fe8f9234a98eb2917aee72b
reanalysis-era5-land,2023,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_06.nc,1036237,058278e4e952a369e01f7a5e7022f87cfefb622375997afb8dd70105b1ca81e6
reanalysis-era5-land,2023,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_07.nc,1059135,e2754885d29255869251daa3433c380abef108913ec3fc90388c0622222460dd
reanalysis-era5-land,2023,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_08.nc,1057492,e3a39193b72b1f96c006135b314e398aec2cc4db583b08ac66533f296d9f7f07
reanalysis-era5-land,2023,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_09.nc,1024116,d1c0c1bac6025cfe5ce291054578ca3b5e5627cfe4d092098ab036a1ab50af89
reanalysis-era5-land,2023,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_10.nc,1042772,e8f5c9fd4b40a1b3992c46cebfd882dfd53a490e6c8e3b45984b5058d393e60f
reanalysis-era5-land,2023,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_11.nc,1017741,48c9e684a2481cd0b779122aeaef825b7ec0bc67e983a94ab82b0481ae45ec67
reanalysis-era5-land,2023,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2023_12.nc,1045476,99af6331744b4b328c94b5fd717d031e3347629041e45f32aad93bf1dd219c2a
reanalysis-era5-land,2024,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_01.nc,1051227,bf93f5590203137ae4b5ca09dd61e57110ce29deda2e5de850df3a5ffa378fa9
reanalysis-era5-land,2024,2,696,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_02.nc,983600,c16b1c242c45e5af3b652376f3362ca539e0c68d626c254e7f7838d563fd3e96
reanalysis-era5-land,2024,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_03.nc,1055689,9b7879155965a5c907dc9655b9af606e04cce8ccce7095b8a9cb31dc5e577ad3
reanalysis-era5-land,2024,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_04.nc,1025965,e1f20648d00988fa8c1dd8f321d89569ddb9cc3cdbea490ca0de07b0f6e8215f
reanalysis-era5-land,2024,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_05.nc,1060288,cc03d0c85e55e3614cd96648cdb2d59f0dcad2d1236a22fb6f49681c9929580e
reanalysis-era5-land,2024,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_06.nc,1026319,03306f64f76320dc0c4152448e2a7d78d1c0e5b133e6f41f23783c461bbea9b5
reanalysis-era5-land,2024,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_07.nc,1058179,6a983aca6f673c63dc42862e81e78796e64a6dc70234bcfd9279e7655930c5f6
reanalysis-era5-land,2024,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_08.nc,1058059,92376428b5b1ac91e5f309d8b3b1244df1e78c69c127cd84a8982d75b622dfae
reanalysis-era5-land,2024,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_09.nc,1024640,618b8226283bf1c0863a8d6dcc49c85839c9f691de971c1646f2540dfb5c9142
reanalysis-era5-land,2024,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_10.nc,1046334,508b1df947736bd7cc6a7dcf30c0bbd57062dec5926ad8efb2dc983662901071
reanalysis-era5-land,2024,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_11.nc,1010802,2b5b3951531c056beb692dac8a3fa701724dc34d12d257ba5c88901f1f4c2429
reanalysis-era5-land,2024,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2024_12.nc,1041927,aa89b15aaccc16c2f810421a9172bd86c4d59470bd459ec399ff2275f6518dcd
reanalysis-era5-land,2025,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_01.nc,1063288,baa7166b84b7a62834c114683ea17b6784344625e62d07110f99e697c6c904be
reanalysis-era5-land,2025,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_02.nc,962876,3c739e1c526e426338d122ff2f7f383e576e3c3bec7994a5cba8b4c9f1b6a442
reanalysis-era5-land,2025,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_03.nc,1064885,d34c83c5ead86e8440b4c936656eed9a893dc75372e3db291539073c6ce6b024
reanalysis-era5-land,2025,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_04.nc,1029392,4f1abe74dfd24fb2c34c28f661e0f888834ecfdb599c9ac1af4710f32da0ed0d
reanalysis-era5-land,2025,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_05.nc,1065357,1461942cc5b240c790275bee60ca5557714a8b81d399a64ee16ce8ab504927bb
reanalysis-era5-land,2025,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_06.nc,1029035,e91a4669abc41378090e2689d92b45d82e1676601cd249ba1f5a17fe15a2a974
reanalysis-era5-land,2025,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_07.nc,1061034,9369e773703f365d2651ef4c9db1ff5e290130c91f06530ce9b1a162be6402ce
reanalysis-era5-land,2025,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_08.nc,1061534,85a058136db5a72a8ac0d755f07e697dab4af27385d2cc2a68f16f1046570314
reanalysis-era5-land,2025,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_09.nc,1020527,b94083c7fab16fb0f13992dff4ef4c2f974628b6a2a9f50693fad0538a15b5bb
reanalysis-era5-land,2025,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_10.nc,1038079,2e54672563df13f34519e5e23d8a1dd34fb5300b0555b980c1f5bee168163d44
reanalysis-era5-land,2025,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_11.nc,1021118,5e50c10b4197ea758b247dc1aa6782f9b47a391babe85889fac74e6ae7b89668
reanalysis-era5-land,2025,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2025_12.nc,1042032,0ba27390691d5deb88777218fa43097e406207d223d00f20f745d75a7bc416f6
