dataset,year,month,expected_hours,north,west,south,east,variables,blob,bytes,sha256
reanalysis-era5-land,2012,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2012_12.nc,1051391,b70f611eec158c6ad8a940e4cb11eef221bf8f8ff9fa2c11459d244c0c749c49
reanalysis-era5-land,2013,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_01.nc,1044657,342843e4895aa3631d0cbf3faf44353bb9302ed29238d5fad48aaeb180160f3f
reanalysis-era5-land,2013,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_02.nc,962940,a79fbbbb926f96531ed6dc33a0330d334756a14987bbc0d148d9a9c7817f2dd6
reanalysis-era5-land,2013,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_03.nc,1047945,d21c38c74e32c2ac3fc7cf5a9938603e901be58301d89fb13b7d8910bc8663da
reanalysis-era5-land,2013,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_04.nc,1024746,75fa6708074275f2bd37bedb56a7421c69894ec2046b1bea5e22b3dc6ebe805d
reanalysis-era5-land,2013,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_05.nc,1056892,d1f557b706273ba9c4d4c1733cbb0898b69efdf58d67161a4f4b5e7d4cc317f3
reanalysis-era5-land,2013,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_06.nc,1026478,86fdcaa9dcb089aedbe7f7d695130b20a038d236a15f553dcc91bc905afed285
reanalysis-era5-land,2013,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_07.nc,1053589,4069b15571ed28c2e87b43622fa1d29fcad5536dbc098e0f0d9a1f29c989976e
reanalysis-era5-land,2013,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_08.nc,1062727,d954237124460ccf6798b892971c8ced44c47bd7f3f45c5331cf0dbfa348eeb1
reanalysis-era5-land,2013,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_09.nc,1017251,7d378af9d7119303780f5ff023d3053fabab88d80d718bc3cffa150a583be182
reanalysis-era5-land,2013,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_10.nc,1046982,51cf57498a0b55cab12fe54f6b118443b6841a6fee16fd6b263ddf3f7907470b
reanalysis-era5-land,2013,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_11.nc,1019197,68cd32e95d43f8f08900a56787cfc3d99560e2a3a3a831ea4005aa8d7e11a044
reanalysis-era5-land,2013,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2013_12.nc,1050256,93f1dfd10852599e13bb6b31f90f374e2331a75141f89eb3b00b3ef013f9c1e5
reanalysis-era5-land,2014,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_01.nc,1047314,35b8f2f21fd1992d84de11220f4e84bcb2b184fe4181ab6e38d00bf4d2609182
reanalysis-era5-land,2014,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_02.nc,956971,26e612e8946e5870c88b2313262ded6724384eddb7ab80fa6d2e43e07a303b12
reanalysis-era5-land,2014,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_03.nc,1056878,100e0dcbfee69373f34aa327d86637e0d7de8bbd78ca0ed6453e423244104b9d
reanalysis-era5-land,2014,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_04.nc,1027417,4e5fb359e98d73923c747b69d5a2b8b12874f49a319b768a3486da029a50d824
reanalysis-era5-land,2014,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_05.nc,1058092,97936a3f903604498cec9aacb81775da167365befbdc86a8b45c4a3d5f0db810
reanalysis-era5-land,2014,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_06.nc,1024979,123519259f1639acf1a6c9514bca6291164f50482625b3bd9c3371e26aa487dd
reanalysis-era5-land,2014,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_07.nc,1052056,b664e8ef267cebd2d99e6a9cfb89d5ab635d2f862b52055ac46024bda3234153
reanalysis-era5-land,2014,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_08.nc,1047381,721abca163735ebd6c4c36b38502ae871e4af7422df6f3d7142a63f262358121
reanalysis-era5-land,2014,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_09.nc,1014700,2b538ba1c3f13e3a6e8e05c6ee64efe201c473369875dea6b2f7ed7d47e371f8
reanalysis-era5-land,2014,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_10.nc,1045570,c5ee12f3e32953a12e362f3fd6e8c13ada07943e7847f957c88e812a12a09521
reanalysis-era5-land,2014,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_11.nc,1013225,c37e4394f69000d9c565a653b5c520c4fcea3d54ec1dff8c06cfb9e97bd45a6f
reanalysis-era5-land,2014,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2014_12.nc,1042510,af2541203cd75bbca857591d348e86472bb1e5eb7a91d9bebd6a9be39f83cc2d
reanalysis-era5-land,2015,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_01.nc,1048246,7c3c99940767b2a0609c6780d4d95083fb3e018f3abc4408bc5e4f23754ab58b
reanalysis-era5-land,2015,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_02.nc,963516,34e61c8abb98690f60d485d04d0b4e40ffc1247a977325afe3b30c847073f21a
reanalysis-era5-land,2015,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_03.nc,1052992,aa94aec8483297c38b23d3636d35841cddd69981e233dd1db7f06af1299bdf3f
reanalysis-era5-land,2015,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_04.nc,1029683,ed2894008d784e6f763663145876e3d9b57252451c1a468eb4736fbe90dbac09
reanalysis-era5-land,2015,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_05.nc,1062282,d0e677cefe22f3003240276740d64a5351f313fe10c05a5a25d3622afa8085a0
reanalysis-era5-land,2015,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_06.nc,1028577,bd8c7b8d40f538f26277507be3773544134352a946f951aa80affa4b5c0c8247
reanalysis-era5-land,2015,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_07.nc,1057533,d991b4c79890c5de8186785ddc86b61a3f2a2f9f060af702e7c5ec07794c3500
reanalysis-era5-land,2015,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_08.nc,1061695,a351c4e0d33e97e10344d8559d804c2ce4e07cb13347192e732d2ec6915e962f
reanalysis-era5-land,2015,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_09.nc,1016475,2965282171c9e71fd9dd2816ae8d681c9518576c6ca7dde7ffaf98f4cfa9e460
reanalysis-era5-land,2015,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_10.nc,1042147,91220ccae4463b4446657c856ade1ae72d991553e94a88bc1accde710ca6a973
reanalysis-era5-land,2015,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_11.nc,1009868,d280e8a89ca10a9dcfa51f9798953d016f535d29563548bf6c0813fd1bde7621
reanalysis-era5-land,2015,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2015_12.nc,1029682,ac27b20e178fd5648c58fffeed4be6d8387af294f8b96bffd3519ba3d08cbae9
reanalysis-era5-land,2016,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_01.nc,1050978,00908d800414a2bdb33a6ea677dd2c84f71a31a4ed56f1470ccb1fdc75e206df
reanalysis-era5-land,2016,2,696,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_02.nc,992119,f176337f80c834b60a7d6a48716e408e706eb9b38b39775705b5a17d593a5f49
reanalysis-era5-land,2016,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_03.nc,1047391,4dd34adb28cc537a885454950abe671739ce5efcb27cd0b09bf52ca2bd7ed15b
reanalysis-era5-land,2016,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_04.nc,1024407,64845e3cbe31c4b266afe08ae6be45e79fc451e1c90bbab92f5d21c26136431d
reanalysis-era5-land,2016,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_05.nc,1056812,442335cc806fc50300cf2fba5a48d8ab0d1eacc3bfa1894bc5cbd1351b16623c
reanalysis-era5-land,2016,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_06.nc,1024100,6b57f18813b6ecff1af5d44cb2aea0b4b311b2ad1ba6f96d8dc3e58dd2e6934f
reanalysis-era5-land,2016,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_07.nc,1052323,e8e12ddf9aa06f016e80000230fe3e532b0d301fe55790e75813255c7e9510bf
reanalysis-era5-land,2016,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_08.nc,1048788,50d0ef476a8188808cb123cd826089cb8e6658fdcc336abfddaa19213bf70afc
reanalysis-era5-land,2016,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_09.nc,1030953,5f1ca890464d6659af742d8e6d6521565083f333dcf714eee46eb4be4e6847d7
reanalysis-era5-land,2016,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_10.nc,1040434,d385ff2a3057db29caea00371ce8db957e83d25a4b73348cfff04f70cad24584
reanalysis-era5-land,2016,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_11.nc,1016168,e3a55d695fe23372c6dbb6f08a664414a2c58508ffb8dac7b915f6a37cbdf493
reanalysis-era5-land,2016,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2016_12.nc,1040175,7d56e479dc6ee3d75903412c23293cb03b405a17baf51ec2080cbcf49f349410
reanalysis-era5-land,2017,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_01.nc,1066766,1f1194c439cd1b1c05576a1d2914b026046956031fa7c785319cbe35c799c543
reanalysis-era5-land,2017,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_02.nc,953337,89e464e0b22df5d43ec6fede1503a345c0628788aa2202680c78afb6aaffced3
reanalysis-era5-land,2017,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_03.nc,1049248,82911c4a2ac133b99064c0430c7a012c89d94ccdb630f2ae09ac33d26ca44f72
reanalysis-era5-land,2017,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_04.nc,1026976,89b9be524bd3d86868a2772bebdb4d27de1bbcdab0a080666ef50ab71208d8c4
reanalysis-era5-land,2017,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_05.nc,1063302,44935fc00513bf9ce62d946a417740e2983408cf6f31d4c0ba1960e643da6389
reanalysis-era5-land,2017,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_06.nc,1028690,f4d3b955d54d90b939971dca9339ca8bc98c957e0488dd7bc596562aeeed5a1d
reanalysis-era5-land,2017,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_07.nc,1055474,10f1c47cc5aa1c3aa101e2cd7ac5d10c4ab491d7ab15838a2ccc7abbaa99075e
reanalysis-era5-land,2017,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_08.nc,1058021,460e1d2b2550cd9e9f3f2ffaa8706712cc99e06c6ba47342a771669573f65f7a
reanalysis-era5-land,2017,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_09.nc,1021037,91fcd765af12ada382ee546f28d0356dfa0095a22c4421130960a01ee379c3aa
reanalysis-era5-land,2017,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_10.nc,1041839,49fa0196796749da79837ee0e9095614acd49721dc886c4bfac2581bc8001471
reanalysis-era5-land,2017,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_11.nc,1017016,15b3bbd3f6f8a538441822f11c00cc6111d2a40d73ef7eeef16f8a94949b3563
reanalysis-era5-land,2017,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2017_12.nc,1037920,ed37b8814cd918703b55b8c1073fbd6937e4b7a950ec50ec23684412e5da5a15
reanalysis-era5-land,2018,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_01.nc,1040878,3f74daddb27072eb327c83a2403bb32b479157fdf747d5267d519399dabd04e1
reanalysis-era5-land,2018,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_02.nc,960409,f1059e3d7c9be280028515d2a56ebef56a786db0519ba8efe3a2e1ab810f264e
reanalysis-era5-land,2018,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_03.nc,1051754,e28a8823de08e5be7599c82887242c88222890a6166afb27fd3fe854aec9dd4b
reanalysis-era5-land,2018,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_04.nc,1029639,140aaa1df1883eb98600c078c413b17f0299bd7069ee1e460c794af8243c797e
reanalysis-era5-land,2018,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_05.nc,1063133,148a37e39c671ea4008cba77efd456aef8838d444c7b1775a34a982eb1355363
reanalysis-era5-land,2018,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_06.nc,1020969,8e30096740eac9b5fdf02cce431a6cf926b784892ae62264b9f33ae1fb8878e1
reanalysis-era5-land,2018,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_07.nc,1066566,289c0bf68e97cabcfae8cd5036d4f9176f083654d07670688ef152d8f247151e
reanalysis-era5-land,2018,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_08.nc,1065104,b01708ad7492ae4f260675e1a90b3fcb54235171f2f30d44bcde4f5346eb2e82
reanalysis-era5-land,2018,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_09.nc,1027631,325f70442e7b4c97dcf998f836095911d53c46a1ce61f06cadb2b3ac3629a686
reanalysis-era5-land,2018,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_10.nc,1052105,83565993ff190d3dfb87815c9edb720efdc2a74e3bca7631d919c23fe8b71ff9
reanalysis-era5-land,2018,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_11.nc,1010742,78e8d08aa4e214f93c85e57848188b3c7bbeb992c6a8ac44271a27e34d47333f
reanalysis-era5-land,2018,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2018_12.nc,1046237,0ca7743442b8247183023b7bda7a604a8879aad5231a272bb933fe4ead86dc9e
reanalysis-era5-land,2019,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_01.nc,1051232,9d99d6372e106b3158796a7bee249881db3aeea9300ca30bea32004454e44558
reanalysis-era5-land,2019,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_02.nc,963573,c8bb87224a390a7b9ac5824631e094ad50298a4f32ba224a7fc193e55673529c
reanalysis-era5-land,2019,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_03.nc,1055798,c882e0900396eed13477982860d3683deedc60337bf95987def8e095d28960b3
reanalysis-era5-land,2019,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_04.nc,1026159,8f29728edcba3f122a494b1e7ec6c404c0b9d6ec7df0ef3007a62b36404cf366
reanalysis-era5-land,2019,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_05.nc,1060163,7e6985d1ad78673f2f7cc145091fcc2705f203c2602f74a2e86bdba32291968b
reanalysis-era5-land,2019,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_06.nc,1033688,5a0f2323e74b9ade35fa809690f52b6620306b057ce3a881fd8304c87640306f
reanalysis-era5-land,2019,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_07.nc,1063248,8777d7d540f3474d004838d1e6bcc613bc0fc1d3e275cfa855b98c8d42146e1a
reanalysis-era5-land,2019,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_08.nc,1060620,cdf2b0a43f596d4095194913c45560ddcfe721f1eb9ab1a89c34e43a32b2f9cd
reanalysis-era5-land,2019,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_09.nc,1025067,f03d53f14725902eb1d77339ce32c6b70ff16ca9af93d8a04b7f2377fed87031
reanalysis-era5-land,2019,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_10.nc,1043631,78e4f4e60a15fee333932b9f3ac6b2003e4314839a5651045288142825d9dcb2
reanalysis-era5-land,2019,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_11.nc,1018259,9b8664a8764b6eb6dc1487724aceeca671693d93654e05109072696799be55af
reanalysis-era5-land,2019,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2019_12.nc,1052334,47e15861fce8600aa1ff90c620f8b9b65a8761b7d6e0e0c6ddb5c8b71f2b089d
reanalysis-era5-land,2020,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_01.nc,1045045,1b063b57b524897eb5fe618de836d1ff5be8435da61bee1bf059251740f41522
reanalysis-era5-land,2020,2,696,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_02.nc,994114,f93f76beee43eff6404afab1b2b52b7d49dd976cb507ff37f43880cc8af60d4c
reanalysis-era5-land,2020,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_03.nc,1050112,933280cf9fa7711abba894dbf50dade565c7379f46f67475b31ad51d18a9e8f6
reanalysis-era5-land,2020,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_04.nc,1035106,1e923cf348a3d07d51b52d78fbd612e541cabe877f81983f0f7b4f12e65efc84
reanalysis-era5-land,2020,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_05.nc,1065069,89523c46e108a37c93023643b94bcb30fa0d2e56b7c4b5fda9ba83a2353bb0b5
reanalysis-era5-land,2020,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_06.nc,1033302,91a5a94962c407997d2e64f61eea291cef740612ecb247adf11b96d159822969
reanalysis-era5-land,2020,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_07.nc,1057584,10e87f7eeaa20b736d53713020fed035d68fafe9bd9342fac848cfd35742115e
reanalysis-era5-land,2020,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_08.nc,1065070,66f6058049902f3178b8e1b5d2256675ce8f484e333e6c2d92daa207cd2fc4e5
reanalysis-era5-land,2020,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_09.nc,1029530,b6ac75b2ee519d1585a070cadf86a7f52e080572161545b518e4d194a7de3686
reanalysis-era5-land,2020,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_10.nc,1044712,dbd0f535588e23e6c8de55ff048886817cd8465c236187fec9ecd00e98b7c5c9
reanalysis-era5-land,2020,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_11.nc,1019065,5e9ffdb67eb2569f6ace679c2c927eb6b95e62395e6a743bb5a5174d5a947fbb
reanalysis-era5-land,2020,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2020_12.nc,1050376,bc78ea1cddf695472ccedceaf0dbdd624c3369c481970755583409e25bdf331f
reanalysis-era5-land,2021,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_01.nc,1050934,dbb67580c1efec89007eae905785a2d24fabdda308de8079b7d6bf32ea6600d1
reanalysis-era5-land,2021,2,672,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_02.nc,965419,1444b68c7ed94117eb66542ec58369d6de4373cd65cb3a00a334f81acae287be
reanalysis-era5-land,2021,3,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_03.nc,1056526,f6e457ac696e21005f50a4728577036595532d3816be65270a8e003e356c0339
reanalysis-era5-land,2021,4,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_04.nc,1029176,247725f4d0ff122cbabefd38049eb0cd27c970c664e8d502d5c6ae639d21d849
reanalysis-era5-land,2021,5,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_05.nc,1063833,fbd90906039a6c57a6163c4b41d51c20632afdabdb0046b8c0ffeb50db7ff6f1
reanalysis-era5-land,2021,6,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_06.nc,1031770,b94a9b7e048b33503a68d1611ed91938cb5832e61b1fd5ddc6b682f26df4bf3f
reanalysis-era5-land,2021,7,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_07.nc,1051891,99f01dbd7daaff2a27ca74cd5c765c07239ce6cb2c8a922f24236a6cea13a5bb
reanalysis-era5-land,2021,8,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_08.nc,1046485,e029b035d91b9196c17f6c851bd0a2e83f8587c4d834d9d12be7f6ae88ffc557
reanalysis-era5-land,2021,9,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_09.nc,1020261,6269fec2437625ea8f649eb59fbe7907a445018cb61c64b611389afef004a878
reanalysis-era5-land,2021,10,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_10.nc,1051158,a39d00289c9463536eff49be3672cc6583b60c280088892ab2b2256bdb9ad080
reanalysis-era5-land,2021,11,720,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_11.nc,1019689,17261bef30487ed52f6128fcd5e6120843c2c6efe751777f62df0818a6344499
reanalysis-era5-land,2021,12,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2021_12.nc,1044244,3cff93bf26add18b96ad9ab2896b668cc82c986d98b56c32cd9271b07c889892
reanalysis-era5-land,2022,1,744,52.0,5.0,50.5,6.7,2m_temperature;2m_dewpoint_temperature;surface_pressure,source/era5_land_limburg_2022_01.nc,1050841,10f6c904c8cb95d8af69d8fafd3351adaaab3ead373fe71f9a85c10f3a42f219
